,list1,list2
2791,https://worldbuilding.stackexchange.com/questions/130460/what-gas-can-i-use-to-incapacitate-pesky-heroes,"
                    What gas can I use to incapacitate pesky heroes?
                "
2792,https://worldbuilding.stackexchange.com/questions/130289/could-finger-fencing-be-fatal,"
                    Could Finger-Fencing be Fatal?
                "
2793,https://workplace.stackexchange.com/questions/122575/is-it-ethical-to-use-knowledge-in-main-job-for-side-gig,"
                    Is it ethical to use knowledge in main job for side gig?
                "
2794,https://movies.stackexchange.com/questions/93876/are-there-any-indications-why-roddenberry-chose-to-make-star-trek-a-battleship,"
                    Are there any indications why Roddenberry chose to make Star Trek a ""battleship universe""?
                "
2795,https://salesforce.stackexchange.com/questions/239645/how-to-clear-delete-published-platform-event-from-eventbus-after-sometime,"
                    How to clear/delete published Platform event from EventBus after sometime?
                "
2796,https://money.stackexchange.com/questions/102116/economic-viability-of-surviving-the-death-of-a-sole-provider,"
                    Economic viability of surviving the death of a sole provider?
                "
2797,https://puzzling.stackexchange.com/questions/75323/a-name-that-everyone-knows,"
                    A Name That Everyone Knows
                "
2798,https://academia.stackexchange.com/questions/120176/potential-consequences-of-providing-voluntary-work-for-a-team-ive-been-forced-t,"
                    Potential consequences of providing voluntary work for a team I've been forced to leave
                "
2799,https://workplace.stackexchange.com/questions/122594/how-can-a-company-recover-after-a-glassdoor-debacle,"
                    How can a company recover after a Glassdoor debacle?
                "
2800,https://workplace.stackexchange.com/questions/122891/should-i-say-anything-bad-about-candidates-wholl-be-replacing-me,"
                    Should I say anything 'bad' about candidate(s) who'll be replacing me?
                "
2801,https://movies.stackexchange.com/questions/93880/why-does-homer-handle-a-rod-of-uranium-in-the-opening,"
                    Why does Homer handle a rod of uranium in the opening?
                "
2802,https://bicycles.stackexchange.com/questions/58075/can-road-bumps-excite-frame-eigen-frequencies,"
                    Can road bumps excite frame eigen frequencies?
                "
2803,https://salesforce.stackexchange.com/questions/239636/how-to-delete-all-debug-apex-logs,"
                    How to Delete All Debug Apex logs
                "
2804,https://chemistry.stackexchange.com/questions/104382/is-an-isobar-the-same-as-an-isotope,"
                    Is an isobar the same as an isotope?
                "
2805,https://worldbuilding.stackexchange.com/questions/130502/time-travellers-and-the-roman-empire-part-1-transport-and-control,"
                    Time Travellers And The Roman Empire, Part 1: Transport and Control
                "
2806,https://stats.stackexchange.com/questions/376920/the-book-of-why-by-judea-pearl-why-is-he-bashing-statistics,"
                    The Book of Why by Judea Pearl: Why is he bashing statistics?
                "
2807,https://physics.stackexchange.com/questions/441019/why-do-bikes-hardly-ever-skid-while-braking-with-the-front-wheel,"
                    Why do bikes hardly ever skid while braking with the front wheel?
                "
2808,https://softwareengineering.stackexchange.com/questions/381460/is-it-ever-okay-to-use-lists-in-a-relational-database,"
                    Is it ever okay to use lists in a relational database?
                "
2809,https://tex.stackexchange.com/questions/460349/making-diagrams,"
                    Making diagrams
                "
2810,https://outdoors.stackexchange.com/questions/21063/can-a-van-be-used-for-sleeping-in-national-park-campgrounds-in-the-us,"
                    Can a van be used for sleeping in National Park campgrounds in the US?
                "
2811,https://politics.stackexchange.com/questions/35347/why-is-the-eu-concerned-about-the-uk-unilaterally-withdrawing-from-a-proposed,"
                    Why is the EU concerned about the UK ""unilaterally withdrawing"" from a proposed Irish backstop?
                "
2812,/questions/53181099/how-to-temporarily-disable-log4js-logging-in-javascript,How to temporarily disable log4js logging in javascript?
2813,/questions/53181031/mongodb-aggregate-group-subtotals-as-well-as-overall-collection-total,MongoDB aggregate group subtotals as well as overall collection total [duplicate]
2814,/questions/53181030/connecting-to-sql-server-through-node-js,Connecting to SQL server through Node.js
2815,/questions/53180991/findoneandupdate-returns-null-if-i-dont-supply-two-values,findOneAndUpdate() returns null if I don't supply two values [duplicate]
2816,/questions/53180854/socket-io-invalid-frame-header-error-with-independent-websocket-server,Socket.io “Invalid frame header” error with independent websocket server
2817,/questions/53180758/nodejs-faster-execution-on-repeated-function-calls,NodeJS Faster Execution on Repeated Function Calls
2818,/questions/53180726/cors-on-server-header,CORS on server header
2819,/questions/53180660/insert-hasmany-loopback,INSERT hasmany loopback
2820,/questions/53180619/how-can-i-show-a-youtube-video-in-ejs,How can I show a youtube video in ejs
2821,/questions/53180607/nodejs-cheerio-cannot-get-rid-of-whitespaces,Nodejs / Cheerio cannot get rid of whitespaces
2822,/questions/53180237/nodejs-generate-random-id-and-check-it-against-a-database,NodeJS - generate random ID and check it against a database
2823,/questions/53180090/is-there-something-like-google-analytics-that-i-can-use,Is there something like Google Analytics that I can use?
2824,/questions/53180024/ejs-node-pulling-data-for-requests,EJS/Node pulling data for requests
2825,/questions/53180005/auth0-route-restrictions-in-node-js-after-google-sign-in,Auth0 route restrictions in Node.js after Google sign in
2826,/questions/53179943/nodejs-pull-stream-settimeout-setinterval-process-nexttick-all-gets-lost,NodeJS pull-stream setTimeout / setInterval / process.nextTick() all gets lost
2827,/questions/53179920/node-js-how-to-spawn-a-child-process-without-blocking-stdin-of-parent-process,node.js - How to spawn a child process without blocking stdin of parent process?
2828,/questions/53179915/get-image-on-page-load,Get Image on page load
2829,/questions/53179878/uncaught-referenceerror-require-is-not-defined-node-js-in-visual-studio,Uncaught ReferenceError: require is not defined. Node.js in Visual Studio
2830,/questions/53179809/node-js-express-react-js-pushed-to-heroku-not-working,Node.js express + React.js pushed to Heroku not working
2831,/questions/53179703/sequelize-upsert-get-new-id-from-inserted-record,Sequelize upsert get new id from inserted record
2832,/questions/53179436/how-do-i-make-a-discord-bot-command-where-only-a-certain-role-can-use-said-comma,How do I make a Discord Bot Command where only a certain role can use said command. (On Node.js)
2833,/questions/53179422/typescript-cannot-find-module-in-node-js-but-works-fine-in-visual-studio,typescript: cannot find module in node.js but works fine in visual studio
2834,/questions/53179367/how-do-you-print-messages-to-opendevtoolss-console-in-electron-js,How do you print messages to openDevTools's console in Electron js?
2835,/questions/53179252/how-to-define-an-async-function-in-readline,how to define an async function in readline
2836,/questions/53179156/get-messages-from-any-channel-using-socket-io,Get Messages from any channel using Socket.io
2837,/questions/53179011/how-to-render-static-html-with-json-data-with-no-client-side-javascript,How to render static HTML with JSON data with no client-side javascript?
2838,/questions/53178916/running-a-js-file-with-node-is-giving-me-an-htmldivelement-is-not-defined-do,"Running a js file with node is giving me an “HTMLDivElement” is not defined. Do i need to import it, or is that specific to browsers outside of Node?"
2839,/questions/53178820/dockerfile-to-run-nodejs-static-content-in-docker-container,Dockerfile to run nodejs static-content in docker container
2840,/questions/53178540/request-displaying-unexpected-token-on-a-get-request,"request displaying 'Unexpected token ""' on a GET request"
2841,/questions/53178448/create-user-object-or-save-directly-in-javascript,Create user object or save directly in javascript?
2842,/questions/53178239/sequelize-only-consider-one-association-at-a-time,Sequelize only consider one association at a time
2843,/questions/53178234/npm-packages-installation-problem-in-windows-10,npm packages installation problem in windows 10
2844,/questions/53178212/check-if-raw-data-is-corrupted,Check if raw data is corrupted
2845,/questions/53177993/javascript-heap-out-of-memory-when-looping-over-map,JavaScript heap out of memory when looping over map?
2846,/questions/53177840/error-trying-to-test-rest-call-inside-mongoose-pre-save-hook,Error trying to test rest call inside Mongoose pre save hook
2847,/questions/53177664/docker-compose-build-fail-if-node-modules-are-present-in-the-local-project,Docker-compose build fail if node_modules are present in the local project
2848,/questions/53177631/how-to-test-multiple-websocket-connections-with-logged-in-users,How to test multiple websocket connections with logged in users?
2849,/questions/53177570/dynamo-batchget-return-empty,Dynamo - batchGet return empty
2850,/questions/53177396/do-apps-created-with-node-js-need-node-js-in-production,Do apps created with Node JS need node js in production?
2851,/questions/53177314/node-js-isnt-running,node js isnt running [duplicate]
2852,/questions/53177289/getting-docker-image-and-docker-compose-file-to-work-correctly,Getting Docker image and Docker-Compose file to work correctly
2853,/questions/53177272/how-to-insert-initial-row-with-nodejs-script-using-mysql,How to Insert Initial Row with NodeJS Script Using Mysql
2854,/questions/53177210/how-to-automatically-reduce-dimension-of-an-image-when-uploading-using-javascrip,how to automatically reduce dimension of an image when uploading using javascript
2855,/questions/53177123/firebase-admin-sdk-function-not-found,Firebase Admin SDK function not found
2856,/questions/53176929/vsts-nodejs-api-queue-build,VSTS NodeJS API queue build
2857,/questions/53176906/query-mongodb-documents-in-loopback,Query mongodb documents in loopback
2858,/questions/53176791/npm-install-from-branch-fetching-master-not-branch,"NPM install from branch fetching master, not branch"
2859,/questions/53176658/make-synchronous-function,Make Synchronous function [duplicate]
2860,/questions/53176426/nodejs-function-returning-undefined,NodeJS Function returning undefined [duplicate]
2861,/questions/53176252/electron-and-react-together-when-i-try-to-import-css-file-to-a-component-app-th,"Electron and React together, When i try to import CSS file to a component app throws an error."
2862,https://skeptics.stackexchange.com/questions/42760/did-republicans-take-10-of-13-congressional-seats-in-the-2018-north-carolina-gen,"
                    Did Republicans take 10 of 13 Congressional seats in the 2018 North Carolina general election with roughly the same number of votes as Democrats?
                "
2863,https://outdoors.stackexchange.com/questions/21063/can-a-van-be-used-for-sleeping-in-national-park-campgrounds-in-the-us,"
                    Can a van be used for sleeping in National Park campgrounds in the US?
                "
2864,https://mathematica.stackexchange.com/questions/186133/is-it-possible-to-add-the-coloring-range-as-legend,"
                    Is it possible to add the coloring range as legend?
                "
2865,https://academia.stackexchange.com/questions/120097/when-mentioning-the-author-of-a-journal-i-am-using-in-my-literature-review-shou,"
                    When mentioning the author of a journal I am using in my Literature Review, should I mention author's credentials?
                "
2866,https://codegolf.stackexchange.com/questions/176095/print-all-lexicographically-increasing-numbers-under-10000,"
                    Print all lexicographically increasing numbers under 10000
                "
2867,https://puzzling.stackexchange.com/questions/75337/maxit-negotiations,"
                    Maxit negotiations
                "
2868,https://scifi.stackexchange.com/questions/198655/what-prevents-asimovs-robots-from-locking-all-humans-in-padded-cells-for-the-hu,"
                    What prevents Asimov's robots from locking all humans in padded cells for the humans protection?
                "
2869,https://electronics.stackexchange.com/questions/407131/why-usb-only-uses-2-lines-for-rx-tx-instead-of-multiple-data-lines,"
                    why USB only uses 2 lines for RX, TX instead of multiple data lines?
                "
2870,https://retrocomputing.stackexchange.com/questions/8291/simplest-system-to-create-an-emulator-for,"
                    Simplest system to create an emulator for
                "
2871,https://rpg.stackexchange.com/questions/135645/how-would-something-passing-through-an-illusion-of-fog-or-mist-reveal-it-to-be-i,"
                    How would something passing through an illusion of fog or mist reveal it to be illusory?
                "
2872,https://stats.stackexchange.com/questions/376920/the-book-of-why-by-judea-pearl-why-is-he-bashing-statistics,"
                    The Book of Why by Judea Pearl: Why is he bashing statistics?
                "
2873,https://codereview.stackexchange.com/questions/207818/string-encoder-with-lower-case-output,"
                    String Encoder with lower-case output
                "
2874,https://ethereum.stackexchange.com/questions/62482/what-happens-if-you-transfer-ether-and-no-miner-is-running,"
                    What happens if you transfer ether and no miner is running?
                "
2875,https://codereview.stackexchange.com/questions/207708/own-implementation-of-lazyt-object,"
                    Own implementation of Lazy<T> object
                "
2876,https://bicycles.stackexchange.com/questions/58075/can-road-bumps-excite-frame-eigen-frequencies,"
                    Can road bumps excite frame eigen frequencies?
                "
2877,https://electronics.stackexchange.com/questions/406925/necessity-of-external-watchdog-timer,"
                    Necessity of External Watchdog Timer
                "
2878,https://english.stackexchange.com/questions/472933/is-there-a-proverb-to-express-you-are-too-late-and-its-your-own-fault,"
                    Is there a proverb to express ""You are too late and it's your own fault.""?
                "
2879,https://aviation.stackexchange.com/questions/57157/what-are-the-considerations-for-coding-the-gps-before-engine-start-without-exter,"
                    What are the considerations for coding the GPS before engine start without external power?
                "
2880,https://movies.stackexchange.com/questions/93876/are-there-any-indications-why-roddenberry-chose-to-make-star-trek-a-battleship,"
                    Are there any indications why Roddenberry chose to make Star Trek a ""battleship universe""?
                "
2881,https://codegolf.stackexchange.com/questions/176048/quaternion-square-root,"
                    Quaternion square root
                "
2882,https://rpg.stackexchange.com/questions/135692/how-to-avoid-railroading-in-sci-fi-campaigns,"
                    How to avoid railroading in sci-fi campaigns
                "
2883,https://askubuntu.com/questions/1093469/what-is-the-significance-of-the-output-of-cat-etc-group,"
                    What is the significance of the output of cat /etc/group?
                "
2884,https://skeptics.stackexchange.com/questions/42804/are-most-cases-of-polio-caused-by-polio-vaccine,"
                    Are most cases of polio caused by polio vaccine?
                "
2885,https://sitecore.stackexchange.com/questions/14967/should-habitat-be-used-as-a-starter-kit,"
                    Should Habitat be used as a starter kit?
                "
2886,/questions/53176115/three-js-image-from-database,Three.js image from database
2887,/questions/53175962/how-can-i-restart-a-dialog-in-alexa-skill,How can i restart a dialog in Alexa Skill
2888,/questions/53175931/callback-in-alexa-skill,Callback in Alexa Skill
2889,/questions/53175899/select-each-file-in-zip-file-in-node-js,select each file in zip file in node js
2890,/questions/53175806/async-not-awaiting-function-before-running,Async not awaiting function before running
2891,/questions/53175740/google-cloud-storage-hosted-images-dont-show-in-my-app,google cloud storage hosted images don't show in my app
2892,/questions/53175616/best-practice-advice-loopback-api,Best Practice Advice - Loopback API
2893,/questions/53175443/can-i-add-own-commands-to-the-cli,Can I add own commands to the CLI?
2894,/questions/53175419/nested-map-loop-async-await-vs-nested-for-loop-async-await,Nested Map loop async/await vs nested for loop async/await
2895,/questions/53175414/finding-out-the-filename-or-the-file-stack-in-webpack,Finding out the filename or the file stack in webpack
2896,/questions/53175270/how-should-a-windows-path-be-parsed-by-url-api-is-chrome-firefox-or-node-corr,"How should a Windows path be parsed by URL API - Is Chrome, Firefox or Node correct?"
2897,/questions/53175213/is-gulpjs-3-9-1-safe-to-use-on-a-local-network,Is GulpJS 3.9.1 safe to use on a local network?
2898,/questions/53175205/sort-an-array-of-objects-and-take-n-elements,Sort an array of Objects and take N elements
2899,/questions/53175070/how-to-restart-a-program-in-node-js,How to restart a program in node.js
2900,/questions/53175040/creating-connection-to-mongodb-using-node-vault-in-the-application,Creating connection to mongodb using node-vault in the application
2901,/questions/53174991/determine-why-a-webpage-hangs,Determine why a webpage hangs
2902,/questions/53174687/how-to-link-my-custom-html-css-validated-form-to-active-campaign,How to link my custom HTML/CSS (validated) form to Active Campaign?
2903,/questions/53174556/serving-a-file-to-be-shown-in-an-img-tag-in-express,Serving a file to be shown in an img tag in Express [duplicate]
2904,/questions/53174544/how-to-find-css-scss-classes-that-contains-single-property,How to find CSS/SCSS classes that contains single property
2905,/questions/53174499/first-time-working-with-python-pip-install-gspread-oauth2client-command-in-termi,First time working with python pip install gspread oauth2client command in terminal =“command not found”
2906,/questions/53174309/compile-another-typescript-output-dir-without-all-references,compile another typescript output dir without all references
2907,/questions/53174291/how-do-i-get-a-list-of-tables-from-azure-table-storage-using-node-js,How do I get a list of tables from Azure Table Storage using Node.js?
2908,/questions/53174223/can-pm2-run-an-npm-run-servessr-script-for-angular-ssr,Can pm2 run an 'npm run serve:ssr' script for Angular SSR
2909,/questions/53174160/lambda-nodejs-get-request-error-converting-circular-structure-to-json,Lambda Nodejs Get request error: Converting circular structure to JSON
2910,/questions/53174004/while-creating-express-project-using-terminal-why-every-imported-libraries-come,"While creating express project using terminal, why every imported libraries comes with “var”?"
2911,/questions/53173991/set-cookie-add-2-cookies,Set-Cookie add 2 cookies
2912,/questions/53173772/passing-key-value-arguments-from-npm,Passing key value arguments from npm
2913,/questions/53173757/why-does-my-firebase-https-function-go-silent-when-i-try-to-save-to-firestore,Why Does My Firebase HTTPS Function Go Silent When I Try to Save to Firestore?
2914,/questions/53173717/how-to-send-protobuf-via-socket-io-in-unity,How to send protobuf via socket.io in Unity
2915,/questions/53173690/function-always-return-false-before-accessing-the-database-in-node-express,function always return false before accessing the database in node/express [duplicate]
2916,/questions/53173567/failed-to-install-angular-cli-using-command-line,Failed to install angular cli using command line
2917,/questions/53173525/node-js-get-gateway-ip-address-for-all-interfaces-e-g-wlan-and-wired,Node.js get gateway IP-Address for all interfaces (e.g. wlan and wired) [duplicate]
2918,/questions/53173488/formdata-request-has-response-body-timeout,FormData request has response body timeout
2919,/questions/53173005/how-can-i-restrict-a-google-search-using-custom-search-api-cse-to-last-hour,"How can I restrict a Google search, using custom search api (CSE), to last hour?"
2920,/questions/53172773/image-resizing-performance-issues-with-firebase-cloud-function,Image Resizing Performance Issues with Firebase Cloud Function
2921,/questions/53172617/microsoft-jscript-runtime-error-while-running-gulp-command,Microsoft JScript runtime error while running gulp command
2922,/questions/53172467/how-do-i-handle-file-changes-on-an-electron-app-markdown-editor,How do I handle file changes on an electron app (markdown editor)?
2923,/questions/53172444/object-unexpectedly-being-modified-after-push-into-array,Object unexpectedly being modified after push into array
2924,/questions/53172395/https-i-imgur-com-is-working-from-their-api-but-imgur-com-standard-images-get,"https://i.imgur.com is working from their api, but imgur.com standard images get CORS blocked [duplicate]"
2925,/questions/53172353/ionic-project-creation-timeout,Ionic project creation timeout
2926,/questions/53172050/google-cloud-storage-invalid-upload-request-error-bad-request,Google Cloud Storage “invalid upload request” error. Bad request
2927,/questions/53171822/req-user-not-wired-by-passport,req.user not wired by Passport
2928,/questions/53171566/when-we-create-a-websocket-connection-whats-the-event-execution-precedence,"When we create a websocket connection, whats the event execution precedence?"
2929,/questions/53171276/how-to-show-the-options-html-with-the-elements-of-the-database-using-javascrip,How to show the Options (HTML) with the elements of the Database using JavaScript
2930,/questions/53171226/how-to-return-new-array-with-dynamically-populated-properties,How to return new array with dynamically populated properties?
2931,/questions/53170888/not-able-to-set-cookie-using-expressjs-in-safari-for-production-env-only,Not able to set cookie using expressjs in safari for production env only
2932,/questions/53170869/res-send-too-slow-when-returning-large-json-object,res.send() too slow when returning large JSON object
2933,/questions/53170843/node-javascript-tiny-cc,Node Javascript Tiny CC
2934,/questions/53170670/can-we-run-multiple-browser-a-time-in-parallel-in-puppeteer-node-js,Can we run multiple browser a time in parallel in puppeteer node js?
2935,/questions/53170541/generate-pdf-with-puppeteer-without-save-it,Generate PDF with puppeteer without save it
2936,https://worldbuilding.stackexchange.com/questions/130164/a-guy-asked-me-to-kill-15-trolls-how-do-i-prove-that-i-did-it,"
                    A guy asked me to kill 15 trolls, how do I prove that I did it?
                "
2937,https://history.stackexchange.com/questions/49401/has-womens-suffrage-ever-decided-an-election,"
                    Has women's suffrage ever decided an election?
                "
2938,https://tex.stackexchange.com/questions/460284/grid-using-tikz,"
                    Grid using TikZ
                "
2939,https://mathematica.stackexchange.com/questions/186133/is-it-possible-to-add-the-coloring-range-as-legend,"
                    Is it possible to add the coloring range as legend?
                "
2940,https://codegolf.stackexchange.com/questions/176048/quaternion-square-root,"
                    Quaternion square root
                "
2941,https://rpg.stackexchange.com/questions/135625/can-i-defeat-strahd-von-zarovich-by-stuffing-him-in-a-bag-of-holding-and-tearing,"
                    Can I defeat Strahd von Zarovich by stuffing him in a bag of holding and tearing it?
                "
2942,https://askubuntu.com/questions/1093469/what-is-the-significance-of-the-output-of-cat-etc-group,"
                    What is the significance of the output of cat /etc/group?
                "
2943,https://history.stackexchange.com/questions/49381/is-it-true-that-all-spicy-food-is-from-latin-america,"
                    Is it true that ""All spicy food is from Latin America""?
                "
2944,https://worldbuilding.stackexchange.com/questions/130460/what-gas-can-i-use-to-incapacitate-pesky-heroes,"
                    What gas can I use to incapacitate pesky heroes?
                "
2945,https://english.stackexchange.com/questions/473261/short-blurb-style-wording-for-pizza-made-at-the-establishment,"
                    Short blurb-style wording for ""pizza made at the establishment""
                "
2946,https://security.stackexchange.com/questions/197732/roles-to-play-when-tailgaiting-into-a-residential-building,"
                    Roles to play when tailgaiting into a residential building
                "
2947,https://stackoverflow.com/questions/53336880/how-to-store-methods-as-function-pointers-in-a-map-container,"
                    How to store methods as function pointers in a map container?
                "
2948,https://workplace.stackexchange.com/questions/122575/is-it-ethical-to-use-knowledge-in-main-job-for-side-gig,"
                    Is it ethical to use knowledge in main job for side gig?
                "
2949,https://retrocomputing.stackexchange.com/questions/8289/what-init-system-was-used-in-early-linux-distributions,"
                    What init system was used in early Linux distributions?
                "
2950,https://electronics.stackexchange.com/questions/406281/what-is-the-name-of-these-little-plastic-things-that-protect-wires-from-being-cu,"
                    What is the name of these little plastic things that protect wires from being cut into by the sharp edges of a drilled hole?
                "
2951,https://cooking.stackexchange.com/questions/93969/i-am-cooking-beef-stew-in-the-crockpot-and-accidentally-put-a-little-flour-in-th,"
                    I am cooking beef stew in the crockpot and accidentally put a little flour in the beginning not end
                "
2952,https://blender.stackexchange.com/questions/122747/how-do-i-straighten-just-the-inner-hole-of-this-mesh,"
                    How do I straighten just the inner hole of this mesh?
                "
2953,https://rpg.stackexchange.com/questions/135708/is-there-a-way-for-an-arcane-caster-to-learn-produce-flame,"
                    Is there a way for an arcane caster to learn Produce Flame?
                "
2954,https://electronics.stackexchange.com/questions/407131/why-usb-only-uses-2-lines-for-rx-tx-instead-of-multiple-data-lines,"
                    why USB only uses 2 lines for RX, TX instead of multiple data lines?
                "
2955,https://money.stackexchange.com/questions/102116/economic-viability-of-surviving-the-death-of-a-sole-provider,"
                    Economic viability of surviving the death of a sole provider?
                "
2956,https://ell.stackexchange.com/questions/185849/what-does-bite-down-on-a-smile-mean,"
                    What does ""bite down on a smile"" mean?
                "
2957,https://codereview.stackexchange.com/questions/207818/string-encoder-with-lower-case-output,"
                    String Encoder with lower-case output
                "
2958,https://codegolf.stackexchange.com/questions/175978/sort-by-largest-digits,"
                    Sort by Largest Digit(s)
                "
2959,https://math.stackexchange.com/questions/3001190/how-to-calculate-this-limit-without-lhopital-rule,"
                    How to calculate this limit without L'Hopital rule?
                "
2960,/questions/53170434/populating-the-bridgeassociation-table-in-sequelize-with-respective-id-of-the,Populating the Bridge(Association) table in Sequelize with respective ID of the tables that the bridge table actually connects?
2961,/questions/53170328/node-cannot-receive-cyrilyc-caracters-on-http-response,node cannot receive cyrilyc caracters on http response
2962,/questions/53170309/delivery-js-file-transfer-from-server-to-client-not-working,delivery.js : file transfer from server to client not working
2963,/questions/53170188/the-value-of-signing-identity-is-when-i-execute-the-command-react-native-run,The value of Signing Identity is “-” when I execute the command react-native run-ios on simulator
2964,/questions/53170115/how-localtunnel-works-under-the-hood,How localtunnel works under the hood?
2965,/questions/53169942/unhandled-promise-rejection-error-network-error,Unhandled promise rejection Error: “Network Error”
2966,/questions/53169896/lambda-local-and-http-call,Lambda Local and HTTP Call
2967,/questions/53169883/uploading-artifacts-to-nexus-in-npm,Uploading artifacts to nexus in npm
2968,/questions/53169853/authentication-fails-always,authentication fails always
2969,/questions/53169702/how-to-post-a-form-with-file-upload-in-node-jsexpress-multer-mysql,"How to post a form with file upload in node js(express) ,multer, mysql"
2970,/questions/53169303/how-to-scan-or-query-a-dynamodb-table-using-vogels-by-passing-a-json-object-of-c,How to scan or query a Dynamodb table using Vogels by passing a JSON object of conditions?
2971,/questions/53169081/how-to-insert-multiple-rows-in-a-table-that-has-subquery-to-select-values-for-fi,how to insert multiple rows in a table that has subquery to select values for fields in node mysql
2972,/questions/53169058/how-can-i-move-an-exe-file-between-two-server-machines-without-scp-using-node-j,"How can I move an exe file between two server machines without scp, using node.js?"
2973,/questions/53168955/how-to-remove-duplicate-entry-from-json-object,How to remove duplicate entry from JSON object [duplicate]
2974,/questions/53168902/error-could-not-open-file-root-data-csv-for-reading-permission-denied,error: could not open file “/root/Data.csv” for reading: Permission denied
2975,/questions/53168880/log-function-not-working-in-cli-app-using-vorpal-js,Log function not working in cli app using vorpal js
2976,/questions/53168661/get-length-of-array-field-in-mongoose-nodejs,get length of array field in mongoose _ Nodejs
2977,/questions/53168500/node-js-on-azure-you-do-not-have-permission-to-view-this-directory-or-page,node.js on Azure - You do not have permission to view this directory or page
2978,/questions/53168405/deploy-nodejsexpressreactwebpack-app-on-heroku,Deploy Nodejs+Express+React+Webpack app on heroku
2979,/questions/53168326/redirecting-just-one-tcp-connection,Redirecting Just One Tcp Connection
2980,/questions/53168277/the-response-is-showing-as-buffer-in-the-node-server,The response is showing as buffer in the node server
2981,/questions/53168221/connection-to-same-url-in-different-threads-using-nodejs,Connection to same URL in different threads using nodejs
2982,/questions/53167908/how-to-connect-to-a-mlab-mongodb-and-send-data-with-an-api-based-on-express,How to connect to a Mlab mongoDB and send data with an api based on express? [duplicate]
2983,/questions/53167888/gradle-sync-error-the-library-com-google-android-gmsplay-services-base-is-bein,Gradle Sync Error: The library com.google.android.gms:play-services-base is being requested by various other libraries
2984,/questions/53167553/serviceexception-error-retrieving-function-versions-for-arnawslambdaregion,ServiceException: Error retrieving function versions for: arn:aws:lambda:region:xxxxxxxx:function:functionName\n at Object.extractError
2985,/questions/53167382/advice-perform-api-call-on-each-value-of-mongodb-over-3-million,Advice - Perform API call on each value of MongoDB (over 3 million)
2986,/questions/53167370/how-to-update-if-key-exists-sequelize,How to update if key exists - sequelize
2987,/questions/53167230/url-parse-produces-incorrect-pathname-for-file-based-urls-under-windows,url.parse produces incorrect pathname for “file:///”-based URLs under Windows
2988,/questions/53167182/how-do-i-prevent-a-field-update-in-moongoose,How do I prevent a field update in moongoose
2989,/questions/53167165/how-to-query-based-on-condition-in-dynamo-db-table,How to query based on condition in dynamo db table?
2990,/questions/53167153/puppeteer-how-to-get-dom-after-switching-chromium-tabs,Puppeteer: How to get DOM after switching chromium Tabs?
2991,/questions/53167128/execute-several-npm-scripts-in-order,execute several “npm scripts” in order
2992,/questions/53167104/response-is-showing-as-buffer-in-reactjs-app,Response is showing as buffer in reactjs app
2993,/questions/53167078/how-to-resolve-req-flash-is-not-a-function-in-node-js,How to resolve req.flash is not a function in node js
2994,/questions/53167034/timing-application-and-exact-timestamps-from-server-serverless,Timing application and exact timestamps from server - serverless?
2995,/questions/53167026/what-is-the-reason-for-not-spread-es-6-spread-operator-javascript-error-object,What is the reason for not spread (es 6 spread operator) javascript Error object [duplicate]
2996,/questions/53166915/testing-failed-with-mocha-chai-and-supertest-nodejs-retrieving-data-from-mon,"Testing failed with Mocha, Chai and Supertest (NodeJS), retrieving data from mongodb"
2997,/questions/53166904/send-signed-transaction-from-nodejs-to-private-smartcontract-using-webjs-in-quor,Send signed transaction from nodejs to private SmartContract using webjs in Quorum network not working
2998,/questions/53166762/programmatically-upload-an-node-npm-project-artifacts-into-nexus,Programmatically upload an Node & NPM Project Artifacts into Nexus
2999,/questions/53166723/accessing-node-modules-from-index-html-from-public-folder,accessing node modules from index.html from public folder
3000,/questions/53166609/package-json-in-angular-not-updated-when-install-package,package.json in angular not updated when install package
3001,/questions/53166601/how-do-i-send-a-string-to-a-repl-it-node-js-server-from-c-sharp-application,How do I send a string to a Repl.it Node.js Server from C# application
3002,/questions/53166557/syntaxerror-unexpected-identifier-prioritynode-prototype-removechildren,SyntaxError: Unexpected identifier PriorityNode.prototype.removeChildren
3003,/questions/53166490/limiting-number-of-rows-read-from-a-csv-file-with-async-await-function-in-node-j,Limiting number of rows read from a CSV file with async/await function in Node.js
3004,/questions/53166441/im-using-couchbase-with-loopback-and-i-want-to-seed-the-data-in-to-my-database,I'm using couchbase with loopback and I want to seed the data in to my database with my seed files
3005,/questions/53166351/typeerror-cannot-read-property-close-of-undefined,TypeError: Cannot read property 'close' of undefined
3006,/questions/53166296/log-every-request-and-error-messages-using-winston,Log every request and error messages using winston
3007,/questions/53166199/how-to-accept-different-xml-formats-in-node-express-api,How to accept different xml formats in node express api?
3008,/questions/53166180/unable-to-display-requestify-post-call-responce-in-the-microsoft-nodejs-bot,Unable to display requestify post call responce in the Microsoft NodeJS bot
3009,/questions/53166119/got-symbol-not-found-general-name-free-error-in-an-electron-app,Got `Symbol not found: _GENERAL_NAME_free` error in an electron app
3010,https://security.stackexchange.com/questions/197817/defence-methods-against-tailgating,"
                    Defence methods against tailgating
                "
3011,https://rpg.stackexchange.com/questions/135686/as-dm-how-do-i-deal-with-pcs-that-expect-everything-in-the-game-to-be-relevant,"
                    As DM, how do I deal with PCs that expect everything in the game to be relevant to the story?
                "
